country,countryLabel,iso2,iso3,area,population,life_expectancy,hdi,gdp_nominal,gdp_nominal_year,inception,driving_side_label,continents,governments,languages,currencies,border_count,memberships
http://www.wikidata.org/entity/Q191,Estonia,EE,EST,45335,1369995,78,0.89,38100812959,2022-01-01 00:00:00+00:00,1918-02-24T00:00:00Z,right,Europe,parliamentary republic,Estonian,euro,2,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | European Economic Area | Universal Postal Union | League of Nations | Organization for Economic Cooperation and Development | International Atomic Energy Agency | Visa Waiver Program | Organization for Security and Co-operation in Europe | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | World Customs Organization | International Finance Corporation | Eurocontrol | Baltic Assembly | Australia Group | Council of the Baltic Sea States | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Nuclear Suppliers Group | Strategic Airlift Capability | Treaty on Open Skies | Schengen Area | Nordic Battle Group | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q1050,Eswatini,SZ,SWZ,17364,1230506,57.754,0.597,4854167638,2022-01-01 00:00:00+00:00,1968-09-06T00:00:00Z,left,Africa,absolute monarchy,English | Swazi,lilangeni,2,"United Nations | African Union | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | International Olympic Committee | World Meteorological Organization | International Bank for Reconstruction and Development | FIFA | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | Southern African Development Community | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Southern African Customs Union | Association of National Olympic Committees | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q115,Ethiopia,ET,ETH,1104300,128691692,65.475,0.498,126783472501,2022-01-01 00:00:00+00:00,1995-08-21T00:00:00Z,right,Africa,federal republic,Amharic,bir,8,"United Nations | African Union | UNESCO | World Health Organization | Interpol | Universal Postal Union | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | BRICS | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Group on Earth Observations | African Continental Free Trade Area | Carbon Neutrality Coalition"
http://www.wikidata.org/entity/Q702,Federated States of Micronesia,FM,FSM,702,75817,69.195,0.628,427094119,2022-01-01 00:00:00+00:00,1986-11-03T00:00:00Z,right,Oceania,federal republic,English,United States dollar,3,"United Nations | UNESCO | World Health Organization | Interpol | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency"
http://www.wikidata.org/entity/Q712,Fiji,FJ,FJI,18274,926276,68,0.73,4943248200,2022-01-01 00:00:00+00:00,1970-01-01T00:00:00Z,left,Insular Oceania,,English | Fijian | Fiji Hindi,Fijian dollar,1,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency"
http://www.wikidata.org/entity/Q33,Finland,FI,FIN,338478.34,5652881,81.2,0.94,280825957768,2022-01-01 00:00:00+00:00,1917-12-06T00:00:00Z,right,Europe,parliamentary republic,Swedish | Finnish,euro,3,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | Organization for Economic Cooperation and Development | European Space Agency | Visa Waiver Program | Organization for Security and Co-operation in Europe | Nordic Council | European Southern Observatory | European Free Trade Association | World Meteorological Organization | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | African Development Bank | International Telecommunication Union | World Customs Organization | Partnership for Peace | International Finance Corporation | Eurocontrol | Arctic Council | Australia Group | Council of the Baltic Sea States | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | Strategic Airlift Capability | Treaty on Open Skies | Schengen Area | Nordic Battle Group | Movement Coordination Centre Europe | Barents Euro-Arctic Council | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q142,France,FR,FRA,643801,68605616,82,0.903,2782905325625,2022-01-01 00:00:00+00:00,0481-01-01T00:00:00Z,right,Europe,semi-presidential system,French,euro | CFP Franc,11,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | G20 | G8 | United Nations Security Council | League of Nations | Organization for Economic Cooperation and Development | European Space Agency | CERN | Visa Waiver Program | European Economic Community | Organization for Security and Co-operation in Europe | Organisation internationale de la Francophonie | European Air Transport Command | European Southern Observatory | European Coal and Steel Community | International Civil Defence Organisation | World Meteorological Organization | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | states with nuclear weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | Southeast Asia Treaty Organization | African Development Bank | International Telecommunication Union | Organisation for Joint Armament Cooperation | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Open Government Partnership | European Payments Union | Nuclear Suppliers Group | G7 | Treaty on Open Skies | Schengen Area | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q1000,Gabon,GA,GAB,267667,2025137,66.105,0.706,4800000000,2003-01-01 00:00:00+00:00,1960-01-01T00:00:00Z,right,Africa,republic,French,Central African CFA franc,5,"United Nations | African Union | Commonwealth of Nations | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | United Nations Security Council | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | Bank of Central African States | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Economic and Monetary Community of Central Africa | OHADA | Gulf of Guinea Commission | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q230,Georgia,GE,GEO,69700,3717100,73.261,0.802,24605375420,2022-01-01 00:00:00+00:00,1991-12-25T00:00:00Z,right,Europe,semi-presidential system | unitary state | parliamentary republic,Abkhaz | Georgian,Georgian lari,4,United Nations | Commonwealth of Independent States | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | UN Tourism | Organization for Security and Co-operation in Europe | International Civil Defence Organisation | World Intellectual Property Organization | European Convention on Human Rights | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | Collective Security Treaty Organization | GUAM Organization for Democracy and Economic Development | International Telecommunication Union | Organization of the Black Sea Economic Cooperation | World Customs Organization | International Finance Corporation | Eurocontrol | potential enlargement of the European Union | International Development Association | European Civil Aviation Conference | Treaty on Open Skies | European Common Aviation Area | Group on Earth Observations
http://www.wikidata.org/entity/Q183,Germany,DE,DEU,357587.77,83577140,81.9,0.942,4121200000000,2023-01-01 00:00:00+00:00,1949-05-23T00:00:00Z,right,Europe,parliamentary republic | federal parliamentary republic | federation | republic,German,euro,9,"European Union | United Nations | World Bank | NATO | International Monetary Fund | UNESCO | World Health Organization | World Trade Organization | eurozone | Interpol | Council of Europe | European Atomic Energy Community | European Economic Area | Universal Postal Union | G20 | G8 | Organization for Economic Cooperation and Development | International Atomic Energy Agency | European Space Agency | Visa Waiver Program | International Labour Organization | UN Tourism | Organization for Security and Co-operation in Europe | Food and Agriculture Organization | International Civil Aviation Organization | European Air Transport Command | European Southern Observatory | European Coal and Steel Community | World Meteorological Organization | World Intellectual Property Organization | Antarctic Treaty System | European Convention on Human Rights | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | Western European Union | International Bank for Reconstruction and Development | General Agreement on Tariffs and Trade | International Maritime Organization | United Nations Framework Convention on Climate Change | Berne Convention for the Protection of Literary and Artistic Works | International Hydrographic Organization | United Nations Convention to Combat Desertification | African Development Bank | Comprehensive Nuclear-Test-Ban Treaty Organization | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | United Nations Industrial Development Organization | International Centre for Migration Policy Development | Organisation for Joint Armament Cooperation | Weimar Triangle | World Customs Organization | International Finance Corporation | Eurocontrol | International Fund for Agricultural Development | International Commission for the Protection of the Danube River | Australia Group | Council of the Baltic Sea States | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | G4 nations | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | International Military Sports Council | Multilateral Investment Guarantee Agency | Paris Charter | Convention on the Rights of Persons with Disabilities | Missile Technology Control Regime | European Payments Union | Nuclear Suppliers Group | IT Planning Council | International Commission for the Protection of the Rhine | G7 | Treaty on Open Skies | Schengen Area | Economic, Monetary and Social Union | Caribbean Development Bank | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477"
http://www.wikidata.org/entity/Q117,Ghana,GH,GHA,238535,32833031,62.742,0.632,72838798788,2022-01-01 00:00:00+00:00,1957-01-01T00:00:00Z,right,Africa,democracy,English,Ghana cedi,3,"United Nations | African Union | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q41,Greece,GR,GRC,131957,10482487,81.1,0.887,219065872466,2022-01-01 00:00:00+00:00,1821-04-06T00:00:00Z,right,Europe,parliamentary republic,Greek | Demotic Greek | Modern Greek,euro,4,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | European Economic Area | Universal Postal Union | Organization for Economic Cooperation and Development | European Space Agency | Visa Waiver Program | Organization for Security and Co-operation in Europe | Organisation internationale de la Francophonie | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | Organization of the Black Sea Economic Cooperation | International Centre for Migration Policy Development | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | European Payments Union | Nuclear Suppliers Group | Treaty on Open Skies | Schengen Area | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q769,Grenada,GD,GRD,348.5,114299,75,0.795,1256413185,2022-01-01 00:00:00+00:00,1974-01-01T00:00:00Z,left,North America,,English | Grenadian Creole English,Eastern Caribbean dollar,1,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | ALBA | Universal Postal Union | Organization of American States | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Petrocaribe | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency"
http://www.wikidata.org/entity/Q774,Guatemala,GT,GTM,108889,17263239,73.409,0.627,95003333381,2022-01-01 00:00:00+00:00,1821-01-01T00:00:00Z,right,North America,presidential system | representative democracy,Spanish,quetzal,4,United Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Central American Bank for Economic Integration | Central American Common Market | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | International Regional Organization for Agricultural Health | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean
http://www.wikidata.org/entity/Q1006,Guinea,GN,GIN,245857,12717176,60.015,0.465,25600000000,2025-01-01 00:00:00+00:00,1958-10-02T00:00:00Z,right,Africa,republic,French | languages of Guinea,Guinean franc,6,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Mano River Union | OHADA | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q1007,Guinea-Bissau,GW,GNB,36125,1861283,59.86,0.483,1633559092,2022-01-01 00:00:00+00:00,1974-01-01T00:00:00Z,right,Africa,,Portuguese,West African CFA franc,2,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Community of Portuguese Language Countries | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | OHADA | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q734,Guyana,GY,GUY,214970,878674,66,0.714,15357537068,2022-01-01 00:00:00+00:00,1966-01-01T00:00:00Z,left,South America,parliamentary republic,English,Guyanese dollar,3,"United Nations | Union of South American Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency | Caribbean Free Trade Association"
http://www.wikidata.org/entity/Q790,Haiti,HT,HTI,27750,10981229,63.33,0.535,20253551885,2022-01-01 00:00:00+00:00,1804-01-01T00:00:00Z,right,North America,,French | Haitian Creole,gourde,3,"United Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency"
http://www.wikidata.org/entity/Q783,Honduras,HN,HND,112492,8303771,73.575,0.621,31717700115,2022-01-01 00:00:00+00:00,1821-01-01T00:00:00Z,right,North America,republic,Spanish,Honduran lempira,3,United Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Central American Bank for Economic Integration | Central American Common Market | International Bank for Reconstruction and Development | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | International Regional Organization for Agricultural Health | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Group on Earth Observations
http://www.wikidata.org/entity/Q28,Hungary,HU,HUN,93011.4,9603634,76,0.846,181848022230,2021-01-01 00:00:00+00:00,1000-01-01T00:00:00Z,right,Europe,parliamentary republic,Hungarian,forint,7,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | European Economic Area | Universal Postal Union | Organization for Economic Cooperation and Development | Warsaw Pact | Visa Waiver Program | Organization for Security and Co-operation in Europe | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | COMECON | Visegrád Group | International Telecommunication Union | International Centre for Migration Policy Development | Organization of Turkic States | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | Strategic Airlift Capability | Treaty on Open Skies | Schengen Area | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q189,Iceland,IS,ISL,103004,364260,82,0.959,27841648044,2022-01-01 00:00:00+00:00,1944-06-17T00:00:00Z,right,Europe,parliamentary republic,Icelandic,Icelandic króna,3,United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | European Economic Area | Universal Postal Union | Organization for Economic Cooperation and Development | Visa Waiver Program | Organization for Security and Co-operation in Europe | Nordic Council | European Free Trade Association | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | World Customs Organization | International Finance Corporation | Arctic Council | Australia Group | Council of the Baltic Sea States | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | European Payments Union | Nuclear Suppliers Group | Treaty on Open Skies | Schengen Area | Barents Euro-Arctic Council | Group on Earth Observations
http://www.wikidata.org/entity/Q668,India,IN,IND,3287263,1326093247,70.03,0.633,3385089881935,2022-01-01 00:00:00+00:00,1947-08-15T00:00:00Z,left,Asia,republic | federal republic | constitutional republic | democratic republic,English | Hindi,Indian rupee,9,United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | South Asian Association for Regional Cooperation | World Meteorological Organization | Antarctic Treaty System | Asian Development Bank | states with nuclear weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | BRICS | African Development Bank | International Telecommunication Union | Shanghai Cooperation Organisation | International Finance Corporation | Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Group on Earth Observations | ASEAN Regional Forum
http://www.wikidata.org/entity/Q252,Indonesia,ID,IDN,1904570,275439000,69.191,0.705,1319100220389,2022-01-01 00:00:00+00:00,1945-08-17T00:00:00Z,left,Asia,republic | presidential system,Indonesian,rupiah,10,"United Nations | Association of Southeast Asian Nations | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | Organisation of Islamic Cooperation | International Civil Defence Organisation | World Meteorological Organization | Asia-Pacific Economic Cooperation | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | BRICS | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Islamic World Educational, Scientific and Cultural Organization | Group on Earth Observations | ASEAN Regional Forum"
http://www.wikidata.org/entity/Q794,Iran,IR,IRN,1648195,92417700,75,0.774,388544468140,2022-01-01 00:00:00+00:00,1979-04-01T00:00:00Z,right,Asia,presidential system | unitary state | Islamic Republic | islamic theocracy,Persian,Iranian rial,14,United Nations | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Non-Aligned Movement | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | BRICS | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Group on Earth Observations
http://www.wikidata.org/entity/Q796,Iraq,IQ,IRQ,437072,38274618,71,0.686,264182173793,2022-01-01 00:00:00+00:00,1932-01-01T00:00:00Z,right,Asia,federation | federal republic,Arabic | Kurdish,Iraqi dinar,6,United Nations | League of Arab States | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Telecommunication Union | World Customs Organization | Arab Monetary Fund | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Arab Fund for Economic and Social Development | Arab Bank for Economic Development in Africa
http://www.wikidata.org/entity/Q27,Ireland,IE,IRL,69797,5149139,83,0.945,529244870223,2022-01-01 00:00:00+00:00,1937-12-29T00:00:00Z,left,Europe,republic | unitary state,English | Irish,euro,2,European Union | United Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | Organization for Economic Cooperation and Development | European Space Agency | Visa Waiver Program | European Economic Community | Organization for Security and Co-operation in Europe | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | Nordic Battle Group | Group on Earth Observations
http://www.wikidata.org/entity/Q38,Italy,IT,ITA,302068,58850717,82.5439,0.895,2010431598465,2022-01-01 00:00:00+00:00,1946-06-18T00:00:00Z,right,Europe,parliamentary republic,Italian,euro,7,European Union | United Nations | International Red Cross and Red Crescent Movement | NATO | International Monetary Fund | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | G20 | G8 | Organization for Economic Cooperation and Development | International Atomic Energy Agency | European Space Agency | CERN | Visa Waiver Program | International Criminal Court | European Economic Community | International Labour Organization | UN Tourism | Organization for Security and Co-operation in Europe | Food and Agriculture Organization | Latin Union | International Civil Aviation Organization | Office of the United Nations High Commissioner for Refugees | European Air Transport Command | European Southern Observatory | European Coal and Steel Community | World Meteorological Organization | Interparliamentary Union | World Intellectual Property Organization | UN Trade and Development | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | Western European Union | International Bank for Reconstruction and Development | Union for the Mediterranean | International Maritime Organization | International Hydrographic Organization | Bank for International Settlements | African Development Bank | International Telecommunication Union | United Nations Industrial Development Organization | International Organization for Migration | European Bank for Reconstruction and Development | Organisation for Joint Armament Cooperation | World Customs Organization | International Finance Corporation | Eurocontrol | International Fund for Agricultural Development | United Nations Truce Supervision Organization | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Chamber of Commerce | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Permanent Court of Arbitration | Missile Technology Control Regime | Inter-American Development Bank | Euro-Atlantic Partnership Council | European Payments Union | Group of Ten | Nuclear Suppliers Group | International Mobile Satellite Organization | G7 | Treaty on Open Skies | Schengen Area | Caribbean Development Bank | Movement Coordination Centre Europe | Group on Earth Observations | Procurement G6 | Q131720477
http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,CIV,322463,31165654,53.582,0.55,70018715017,2022-01-01 00:00:00+00:00,1960-01-01T00:00:00Z,right,Africa,republic,French,West African CFA franc,5,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Conseil de l'Entente | Multilateral Investment Guarantee Agency | Mano River Union | OHADA | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q766,Jamaica,JM,JAM,10991.90954,2697983,71,0.709,17097760745,2022-01-01 00:00:00+00:00,1962-01-01T00:00:00Z,left,North America,,English | Jamaican Patois,Jamaican dollar,1,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | International Hydrographic Organization | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | Alliance of Small Island States | World Customs Organization | International Finance Corporation | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency"
