country,countryLabel,iso2,iso3,area,population,life_expectancy,hdi,gdp_nominal,gdp_nominal_year,inception,driving_side_label,continents,governments,languages,currencies,border_count,memberships
http://www.wikidata.org/entity/Q889,Afghanistan,AF,AFG,652230,41454761,63.673,0.478,17233051620,2023-01-01 00:00:00+00:00,1996-01-01T00:00:00Z,right,Asia,unitary state | Emirate | islamic theocracy,Uzbek | Turkmen | Arabic | Balochi | Pashayi | Pashto | Nuristani | Dari | Pamir,afghani,6,United Nations
http://www.wikidata.org/entity/Q222,Albania,AL,ALB,28748,2811655,78.345,0.796,23547179830,2023-01-01 00:00:00+00:00,1912-11-28T00:00:00Z,right,Europe,parliamentary system,Albanian,Albanian lek,6,United Nations
http://www.wikidata.org/entity/Q262,Algeria,DZ,DZA,2381741,46164219,77.13,0.745,191912889421,2022-01-01 00:00:00+00:00,1962-07-03T00:00:00Z,right,Africa,semi-presidential system | people's republic,Arabic | Standard Algerian Berber,Algerian dinar,9,United Nations | African Union | League of Arab States | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | African Development Bank | Arab Maghreb Union | International Telecommunication Union | World Customs Organization | Arab Monetary Fund | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Arab Fund for Economic and Social Development | Lake Chad Basin Commission | Arab Bank for Economic Development in Africa | Group on Earth Observations | African Continental Free Trade Area
http://www.wikidata.org/entity/Q228,Andorra,AD,AND,468,87486,,0.884,3352032737,2022-01-01 00:00:00+00:00,1993-01-01T00:00:00Z,right,Europe,parliamentary coprincipality,Catalan,euro,3,United Nations
http://www.wikidata.org/entity/Q916,Angola,AO,AGO,1246700,36749906,61.547,0.586,84824654481,2023-01-01 00:00:00+00:00,1992-08-25T00:00:00Z,right,Africa,republic | presidential system,Portuguese,kwanza,5,"United Nations | African Union | Organization of the Petroleum Exporting Countries | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | World Meteorological Organization | Community of Portuguese Language Countries | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | International Renewable Energy Agency | World Customs Organization | International Finance Corporation | Southern African Development Community | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Gulf of Guinea Commission | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q781,Antigua and Barbuda,AG,ATG,440.29,101489,79,0.851,1757603704,2022-01-01 00:00:00+00:00,1981-11-01T00:00:00Z,left,North America,constitutional monarchy,English,Eastern Caribbean dollar,2,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency | Caribbean Free Trade Association"
http://www.wikidata.org/entity/Q414,Argentina,AR,ARG,2780400,47327407,76,0.842,646075277525,2023-01-01 00:00:00+00:00,1816-07-09T00:00:00Z,right,South America,federal republic,Spanish,Argentine convertible peso,6,United Nations | Union of South American Nations | Q4264 | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | Organization of American States | World Meteorological Organization | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Central American Bank for Economic Integration | International Bank for Reconstruction and Development | International Hydrographic Organization | ABC nations | African Development Bank | International Telecommunication Union | International Renewable Energy Agency | Andean Community | World Customs Organization | International Finance Corporation | Australia Group | International Holocaust Remembrance Alliance | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Group on Earth Observations
http://www.wikidata.org/entity/Q399,Armenia,AM,ARM,29743.423459,2930450,74.618,0.759,24085749592,2023-01-01 00:00:00+00:00,1991-09-23T00:00:00Z,right,Asia,republic | parliamentary system | unitary state,Armenian,Armenian dram,4,United Nations
http://www.wikidata.org/entity/Q408,Australia,AU,AUS,7692024,27614411,83.1,0.951,1757022451653,2024-01-01 00:00:00+00:00,1901-01-01T00:00:00Z,left,Oceania,constitutional monarchy | federation | representative democracy,Auslan | Australian English,Australian dollar,7,United Nations | Association of Southeast Asian Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | Organization for Economic Cooperation and Development | Visa Waiver Program | Food and Agriculture Organization | World Meteorological Organization | Asia-Pacific Economic Cooperation | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | Southeast Asia Treaty Organization | ANZUS | Bank for International Settlements | International Telecommunication Union | European Bank for Reconstruction and Development | East Asia Summit | World Customs Organization | International Finance Corporation | Pacific Islands Forum | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | Pacific Community | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Colombo Plan | Nuclear Suppliers Group | ANZUK | ABCANZ Armies | AUSCANNZUKUS | Air Force Interoperability Council | Combined Communications-Electronics Board | Group on Earth Observations | The Technical Cooperation Program | ASEAN Regional Forum | Five Eyes | AUKUS
http://www.wikidata.org/entity/Q40,Austria,AT,AUT,83878.99,8979894,81,0.916,511685203845,2023-01-01 00:00:00+00:00,1918-11-12T00:00:00Z,right,Europe,republic | semi-presidential system | federal parliamentary republic,German | Austrian Sign Language,euro,8,European Union | United Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | Organization for Economic Cooperation and Development | Visa Waiver Program | Organization for Security and Co-operation in Europe | European Southern Observatory | European Free Trade Association | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | African Development Bank | International Telecommunication Union | International Centre for Migration Policy Development | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | International Military Sports Council | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | European Payments Union | Nuclear Suppliers Group | Schengen Area | Movement Coordination Centre Europe | Group on Earth Observations | International Energy Forum | Q131720477
http://www.wikidata.org/entity/Q227,Azerbaijan,AZ,AZE,86600,10180770,72.026,0.745,72356176470,2023-01-01 00:00:00+00:00,1991-01-01T00:00:00Z,right,Asia,republic | semi-presidential system | unitary state,Azerbaijani | Azerbaijani Sign Language,Azerbaijani manat,5,United Nations
http://www.wikidata.org/entity/Q398,Bahrain,BH,BHR,786.5,1569666,76.9,0.875,44390820479,2022-01-01 00:00:00+00:00,1971-08-14T00:00:00Z,right,Asia,constitutional monarchy,Arabic,Bahraini dinar,2,United Nations | League of Arab States | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Cooperation Council for the Arab States of the Persian Gulf | International Hydrographic Organization | International Telecommunication Union | World Customs Organization | Arab Monetary Fund | International Finance Corporation | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Arab Fund for Economic and Social Development | Arab Bank for Economic Development in Africa | Group on Earth Observations
http://www.wikidata.org/entity/Q902,Bangladesh,BD,BGD,147570,171466990,74,0.661,437415331040,2023-01-01 00:00:00+00:00,1971-03-26T00:00:00Z,left,Asia,Westminster system | parliamentary republic,Bangla,Bangladeshi taka,2,United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | South Asian Association for Regional Cooperation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Group on Earth Observations | ASEAN Regional Forum
http://www.wikidata.org/entity/Q244,Barbados,BB,BRB,439,303431,78,0.79,5637914515,2022-01-01 00:00:00+00:00,1966-11-30T00:00:00Z,left,North America,unitary state | parliamentary republic,English | Bajan Creole,Barbadian dollar,0,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | International Renewable Energy Agency | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency | Caribbean Free Trade Association"
http://www.wikidata.org/entity/Q184,Belarus,BY,BLR,207596.76,9056080,73.82683,0.808,71857382745,2023-01-01 00:00:00+00:00,1991-09-19T00:00:00Z,right,Europe,republic | presidential system,Russian | Belarusian,Belarusian ruble,6,United Nations | Commonwealth of Independent States | UNESCO | World Health Organization | Interpol | Universal Postal Union | Organization for Security and Co-operation in Europe | Non-Aligned Movement | International Civil Defence Organisation | Union State | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Eastern Partnership | Collective Security Treaty Organization | International Telecommunication Union | Eurasian Economic Community | World Customs Organization | International Finance Corporation | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Nuclear Suppliers Group | Commonwealth of Independent States Free Trade Area | Treaty on Open Skies
http://www.wikidata.org/entity/Q31,Belgium,BE,BEL,30688,11825551,81.69,0.937,644782756682,2023-01-01 00:00:00+00:00,1830-10-04T00:00:00Z,right,Europe,federation,French | German | Dutch,euro,4,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | European Economic Area | Benelux | Universal Postal Union | Organization for Economic Cooperation and Development | European Space Agency | Visa Waiver Program | Organization for Security and Co-operation in Europe | Organisation internationale de la Francophonie | European Air Transport Command | European Southern Observatory | Dutch Language Union | World Meteorological Organization | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | African Development Bank | International Telecommunication Union | Organisation for Joint Armament Cooperation | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | European Payments Union | Nuclear Suppliers Group | Global Biodiversity Information Facility | Belgium–Luxembourg Economic Union | Treaty on Open Skies | Schengen Area | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q242,Belize,BZ,BLZ,22966,411106,71,0.683,3066850000,2023-01-01 00:00:00+00:00,1981-09-21T00:00:00Z,right,North America,constitutional monarchy | parliamentary monarchy,English,Belize dollar,3,"United Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Caribbean Community | Organisation of African, Caribbean and Pacific States | International Telecommunication Union | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency | Community of Latin American and Caribbean States | Association of Caribbean States | International Regional Organization for Agricultural Health | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Caribbean Development Bank | Caribbean Disaster Emergency Management Agency | Group on Earth Observations"
http://www.wikidata.org/entity/Q962,Benin,BJ,BEN,114763,14111034,60.907,0.525,19676049075,2023-01-01 00:00:00+00:00,1960-08-01T00:00:00Z,right,Africa,republic,French,West African CFA franc,4,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Conseil de l'Entente | Multilateral Investment Guarantee Agency | OHADA | AFRISTAT | Multinational Joint Task Force | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q917,Bhutan,BT,BTN,38394,787424,71.5,0.666,2539551327,2021-01-01 00:00:00+00:00,1949-08-08T00:00:00Z,left,Asia,constitutional monarchy,Dzongkha,ngultrum,2,United Nations | UNESCO | World Health Organization | Interpol | Universal Postal Union | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Telecommunication Union | World Customs Organization | International Finance Corporation | Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Multilateral Investment Guarantee Agency
http://www.wikidata.org/entity/Q750,Bolivia,BO,BOL,1098581,12244159,65,0.692,43068885673,2022-01-01 00:00:00+00:00,1825-01-01T00:00:00Z,right,South America,republic | parliamentary republic,Spanish | Aymara | Quechua | Guarani,boliviano,5,United Nations | Union of South American Nations | Q4264 | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organization of American States | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Telecommunication Union | Andean Community | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | Rio Group | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,BA,BIH,51197,3816459,76.911,0.78,27514782476,2023-01-01 00:00:00+00:00,1992-03-01T00:00:00Z,right,Europe,republic | federal republic,Croatian | Serbian | Bosnian,convertible mark,4,United Nations | UNESCO | World Health Organization | Interpol | Council of Europe | Universal Postal Union | Organization for Security and Co-operation in Europe | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Telecommunication Union | International Centre for Migration Policy Development | World Customs Organization | International Finance Corporation | Eurocontrol | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Treaty on Open Skies
http://www.wikidata.org/entity/Q963,Botswana,BW,BWA,581737,2480244,66.797,0.693,20352322157,2022-01-01 00:00:00+00:00,1966-09-30T00:00:00Z,left,Africa,parliamentary republic,English,Botswana pula,4,"United Nations | African Union | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | Southern African Development Community | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Southern African Customs Union | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q155,Brazil,BR,BRA,8515767,213421037,75.723,0.754,1920095560995,2022-01-01 00:00:00+00:00,1822-09-07T00:00:00Z,right,South America,federal republic | presidential system | representative democracy,Portuguese,Brazilian real,11,United Nations | Union of South American Nations | Q4264 | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | International Criminal Court | South Atlantic Peace and Cooperation Zone | Latin Union | Organization of American States | European Southern Observatory | World Meteorological Organization | Community of Portuguese Language Countries | International Bank for Reconstruction and Development | BRICS | ABC nations | African Development Bank | International Telecommunication Union | Summits of the Americas | Andean Community | Latin American and Caribbean Parliament | Ibero-American Summit | Amazon Cooperation Treaty Organization | Latin American and the Caribbean Economic System | Latin American Integration Association | International Finance Corporation | International Development Association | BRIC | G4 nations | Organisation for the Prohibition of Chemical Weapons | Rio Group | Cairns Group | Multilateral Investment Guarantee Agency | Community of Latin American and Caribbean States | Missile Technology Control Regime | Nuclear Suppliers Group | G8+5 | IBSA Dialogue Forum | Summit of South American-Arab Countries | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Group on Earth Observations | Forum of East Asia–Latin America Cooperation
http://www.wikidata.org/entity/Q921,Brunei,BN,BRN,5765.313533,458949,77.203,0.829,16681531646,2022-01-01 00:00:00+00:00,1984-01-01T00:00:00Z,left,Asia,unitary state | absolute monarchy | Islamic state,British English | Malay,Brunei dollar,1,United Nations | Association of Southeast Asian Nations | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Visa Waiver Program | Organisation of Islamic Cooperation | World Meteorological Organization | Asia-Pacific Economic Cooperation | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | International Telecommunication Union | World Customs Organization | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | ASEAN Regional Forum
http://www.wikidata.org/entity/Q219,Bulgaria,BG,BGR,110993.6,6437360,73.47,0.799,102407653020,2023-01-01 00:00:00+00:00,1878-07-13T00:00:00Z,right,Europe,parliamentary republic,Bulgarian,euro,6,European Union | United Nations | NATO | UNESCO | World Health Organization | World Trade Organization | Interpol | Council of Europe | Universal Postal Union | Warsaw Pact | Organization for Security and Co-operation in Europe | Organisation internationale de la Francophonie | World Meteorological Organization | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | COMECON | International Telecommunication Union | Organization of the Black Sea Economic Cooperation | International Centre for Migration Policy Development | World Customs Organization | International Finance Corporation | Eurocontrol | Australia Group | International Holocaust Remembrance Alliance | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | Strategic Airlift Capability | Treaty on Open Skies | Schengen Area | Movement Coordination Centre Europe | Group on Earth Observations | Q131720477
http://www.wikidata.org/entity/Q965,Burkina Faso,BF,BFA,274200,23025776,60.361,0.449,20324617844,2023-01-01 00:00:00+00:00,1960-01-01T00:00:00Z,right,Africa,republic | military junta,Dioula | Bissa | Mooré,West African CFA franc,6,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Economic Community of West African States | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Conseil de l'Entente | Multilateral Investment Guarantee Agency | OHADA | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q967,Burundi,BI,BDI,27834,13689450,57.481,0.426,2642161668,2023-01-01 00:00:00+00:00,1962-07-01T00:00:00Z,right,Africa,presidential system | representative democracy,French | English | Kirundi,Burundian franc,3,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | AFRISTAT | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q424,Cambodia,KH,KHM,181035,17423880,68.981,0.593,29956769529,2022-01-01 00:00:00+00:00,1953-11-09T00:00:00Z,right,Asia,constitutional monarchy,Khmer,riel,4,United Nations | Association of Southeast Asian Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation internationale de la Francophonie | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Group on Earth Observations | ASEAN Regional Forum
http://www.wikidata.org/entity/Q1009,Cameroon,CM,CMR,475442,28372687,58.073,0.576,44341646509,2022-01-01 00:00:00+00:00,1960-01-01T00:00:00Z,right,Africa,republic,French | English,Central African CFA franc,6,"United Nations | African Union | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | Bank of Central African States | International Bank for Reconstruction and Development | International Hydrographic Organization | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations–African Union Hybrid Operation in Darfur | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Economic and Monetary Community of Central Africa | OHADA | Gulf of Guinea Commission | Lake Chad Basin Commission | AFRISTAT | Group on Earth Observations | Multinational Joint Task Force | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q16,Canada,CA,CAN,9984670,36991981,83.62,0.936,2206764000000,2020-01-01 00:00:00+00:00,1867-07-01T00:00:00Z,right,North America,constitutional monarchy | federation | parliamentary system,French | English,Canadian dollar,2,United Nations | NATO | Commonwealth of Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | G20 | G8 | League of Nations | Organization for Economic Cooperation and Development | Organization for Security and Co-operation in Europe | Organization of American States | Organisation internationale de la Francophonie | World Meteorological Organization | Asia-Pacific Economic Cooperation | North American Free Trade Agreement | Treaty on the Non-Proliferation of Nuclear Weapons | Asian Development Bank | International Bank for Reconstruction and Development | International Hydrographic Organization | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | Arctic Council | Australia Group | International Holocaust Remembrance Alliance | International Energy Agency | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Missile Technology Control Regime | Nuclear Suppliers Group | G7 | Treaty on Open Skies | ABCANZ Armies | Caribbean Development Bank | Movement Coordination Centre Europe | AUSCANNZUKUS | Air Force Interoperability Council | Combined Communications-Electronics Board | Group on Earth Observations | The Technical Cooperation Program | ASEAN Regional Forum | Five Eyes
http://www.wikidata.org/entity/Q1011,Cape Verde,CV,CPV,4033,555988,72.798,0.662,2314816792,2022-01-01 00:00:00+00:00,1975-07-05T00:00:00Z,right,Africa,parliamentary republic,Portuguese | Cape Verdean Creole,Cape Verdean escudo,0,"United Nations | African Union | International Monetary Fund | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Food and Agriculture Organization | Non-Aligned Movement | International Civil Aviation Organization | Organisation internationale de la Francophonie | World Meteorological Organization | UN Trade and Development | Community of Portuguese Language Countries | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | Organisation of African Unity | Economic Community of West African States | International Maritime Organization | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | United Nations Industrial Development Organization | Group of 77 | Alliance of Small Island States | World Customs Organization | International Finance Corporation | International Fund for Agricultural Development | Intelsat | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | United Nations Economic Commission for Africa | AFRISTAT | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q929,Central African Republic,CF,CAF,622984,5152421,52.171,0.404,2382618615,2022-01-01 00:00:00+00:00,1960-01-01T00:00:00Z,right,Africa,,French | Sango,Central African CFA franc,7,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | Bank of Central African States | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Economic and Monetary Community of Central Africa | OHADA | Lake Chad Basin Commission | AFRISTAT | Group on Earth Observations | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q657,Chad,TD,TCD,1284000,19319064,52.903,0.394,12704149842,2022-01-01 00:00:00+00:00,1960-08-11T00:00:00Z,right,Africa,,French | Arabic,Central African CFA franc,7,"United Nations | African Union | UNESCO | World Health Organization | World Trade Organization | Interpol | Universal Postal Union | Organisation of Islamic Cooperation | Organisation internationale de la Francophonie | International Civil Defence Organisation | World Meteorological Organization | Treaty on the Non-Proliferation of Nuclear Weapons | Economic Community of Central African States | Bank of Central African States | International Bank for Reconstruction and Development | Organisation of African, Caribbean and Pacific States | African Development Bank | International Telecommunication Union | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Economic and Monetary Community of Central Africa | OHADA | Lake Chad Basin Commission | AFRISTAT | Multinational Joint Task Force | African Continental Free Trade Area"
http://www.wikidata.org/entity/Q298,Chile,CL,CHL,756102,19458000,80,0.855,301025249438,2022-01-01 00:00:00+00:00,1810-09-18T00:00:00Z,right,South America,democratic republic,Spanish,Chilean peso,3,United Nations | Union of South American Nations | UNESCO | World Health Organization | World Trade Organization | Interpol | Latin America | Universal Postal Union | Organization for Economic Cooperation and Development | Visa Waiver Program | Organization of American States | International Civil Defence Organisation | World Meteorological Organization | Asia-Pacific Economic Cooperation | Antarctic Treaty System | Treaty on the Non-Proliferation of Nuclear Weapons | International Bank for Reconstruction and Development | International Hydrographic Organization | ABC nations | International Telecommunication Union | Andean Community | World Customs Organization | International Finance Corporation | International Development Association | Organisation for the Prohibition of Chemical Weapons | International Centre for Settlement of Investment Disputes | Multilateral Investment Guarantee Agency | Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean | Group on Earth Observations | Carbon Neutrality Coalition
